group_id,action,reason,merged_rows,agency,line_item,value_label,fiscal_year,amount,pages,section_variants,program_variants,notes
180,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",FY,,2.0,265,General Table,General Table,Identical rows collapsed
181,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",Legislative,,0.0,265,General Table,General Table,Identical rows collapsed
182,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",60 million in,,0.0,265,General Table,General Table,Identical rows collapsed
183,merged,exact_duplicate,2,General Fund / Statewide,"Positions Policy Revisions The Governor’s Recommended Budget includes $23.5 million in FY 26 and $46 million in FY 27 for additional block grant funding across the constituent units. The funding provides inflationary increases (above the Governor’s recommended RSA annualization) of 3.1% in FY 26 and increases (above FY 25) ranging from 5.4% to 6.3% in FY 27. Provide funding of $3,652,277 in FY 26 and $7,450,646 in FY 27 for additional block grant funding. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 113,889,981 113,889,981 113,889,981 113,889,981 - - Policy Revisions 178,385 178,385 20,430,000 12,430,000 20,251,615 12,251,615 Current Services 8,984,909 12,783,278 8,984,909 12,783,278 - - Total Recommended - GF 123,053,275 126,851,644 143,304,890 139,103,259 20,251,615 12,251,615 FY 25 Appropriation - CRF 178,385 178,385 178,385 178,385 - - Policy Revisions (178,385) (178,385) - - 178,385 178,385 Total Recommended - CRF - - 178,385 178,385 178,385 178,385 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 1,698 1,698 1,698 1,698 - - Policy Revisions 2 2 - - (2) (2) Total Recommended - GF 1,700 1,700 1,698 1,698 (2) (2) FY 25 Appropriation - CRF 2 2 2 2 - - Policy Revisions (2) (2) - - 2 2 Total Recommended - CRF - - 2 2 2 2 264",FY,,-2.0,265,General Table,General Table,Identical rows collapsed
184,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,273,General Table,General Table,Identical rows collapsed
185,merged,exact_duplicate,2,General Fund / Statewide,"Reduce funding by $1.15 million in both FY 26 and FY 27 to reflect current requirements of the Board of Pardons and Paroles. Same as Governor Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 705,689,167 705,689,167 705,689,167 705,689,167 - - Policy Revisions (4,976,939) (4,976,939) (1,543,564) (340,035) 3,433,375 4,636,904 Current Services 57,254,200 57,254,200 53,954,200 61,954,200 (3,300,000) 4,700,000 Total Recommended - GF 757,966,428 757,966,428 758,099,803 767,303,332 133,375 9,336,904 276",FY,,27.0,277,General Table,General Table,Identical rows collapsed
186,merged,exact_duplicate,2,General Fund / Statewide,"PA 22-115, An Act Concerning Juvenile Justice and Services, Firearms Background Checks, and Larceny of a Motor Vehicle, made various changes to juvenile justice related laws. The act (1) changed procedures for whena child is arrested for an alleged delinquent act, (2) expanded an existing law on juvenile serious sexual offender prosecutions to also cover certain homicide and firearm crimes, (3) created an electronic monitoring program, and (4) establisheda new penalty structure of larceny of a motor vehicle. When associated funding was provided, funds were erroneously provided to the Alternative Incarceration Program account instead of the Juvenile Alternative Incarceration account. Transfer funding of $750,000 from Alternative Incarceration Program account to Juvenile Alternative Incarceration account to correct past error. Transfer funding of $41,528 from Other Expenses in both FY 26 and FY 27 from the Child Advocates of SW Connecticut to Children in Placement. Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 605,217,667 605,217,667 605,217,667 605,217,667 - - Policy Revisions 477,131 2,977,131 1,959,323 3,150,299 1,482,192 173,168 Current Services 14,218,688 17,494,854 32,710,261 36,848,343 18,491,573 19,353,489 Total Recommended - GF 619,913,486 625,689,652 639,887,251 645,216,309 19,973,765 19,526,657 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,274 4,274 4,274 4,274 - - Policy Revisions 5 5 1 1 (4) (4) Current Services 13 13 - - (13) (13) Total Recommended - GF 4,292 4,292 4,275 4,275 (17) (17) Youth Services Prevention Grants Section 33 of PA 25-168 Grant/Project FY 26 $ 100 Black Men of Stamford, Inc. (100 BMOS) 30,000 333 Valley Street Center Intergenerational Organization 300,000 Abe Prior-Keep 5 Alive Inc 25,000 ACCESS Educational Service Inc 50,000 Advocacy Academy AE 15,000 Alliance for the Mystic River Watershed Inc 7,500 Aluminum Falcon Robotics Inc 5,000 Angel of Edgewood Inc 5,000 Archer Foundation, The 20,000 Arte Inc 40,000 282",Governor Recommended,,26.0,283,General Table,General Table,Identical rows collapsed
187,merged,exact_duplicate,4,General Fund / Statewide,"PA 22-115, An Act Concerning Juvenile Justice and Services, Firearms Background Checks, and Larceny of a Motor Vehicle, made various changes to juvenile justice related laws. The act (1) changed procedures for whena child is arrested for an alleged delinquent act, (2) expanded an existing law on juvenile serious sexual offender prosecutions to also cover certain homicide and firearm crimes, (3) created an electronic monitoring program, and (4) establisheda new penalty structure of larceny of a motor vehicle. When associated funding was provided, funds were erroneously provided to the Alternative Incarceration Program account instead of the Juvenile Alternative Incarceration account. Transfer funding of $750,000 from Alternative Incarceration Program account to Juvenile Alternative Incarceration account to correct past error. Transfer funding of $41,528 from Other Expenses in both FY 26 and FY 27 from the Child Advocates of SW Connecticut to Children in Placement. Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 605,217,667 605,217,667 605,217,667 605,217,667 - - Policy Revisions 477,131 2,977,131 1,959,323 3,150,299 1,482,192 173,168 Current Services 14,218,688 17,494,854 32,710,261 36,848,343 18,491,573 19,353,489 Total Recommended - GF 619,913,486 625,689,652 639,887,251 645,216,309 19,973,765 19,526,657 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,274 4,274 4,274 4,274 - - Policy Revisions 5 5 1 1 (4) (4) Current Services 13 13 - - (13) (13) Total Recommended - GF 4,292 4,292 4,275 4,275 (17) (17) Youth Services Prevention Grants Section 33 of PA 25-168 Grant/Project FY 26 $ 100 Black Men of Stamford, Inc. (100 BMOS) 30,000 333 Valley Street Center Intergenerational Organization 300,000 Abe Prior-Keep 5 Alive Inc 25,000 ACCESS Educational Service Inc 50,000 Advocacy Academy AE 15,000 Alliance for the Mystic River Watershed Inc 7,500 Aluminum Falcon Robotics Inc 5,000 Angel of Edgewood Inc 5,000 Archer Foundation, The 20,000 Arte Inc 40,000 282",FY,,27.0,283,General Table,General Table,Identical rows collapsed
188,merged,exact_duplicate,2,General Fund / Statewide,"PA 22-115, An Act Concerning Juvenile Justice and Services, Firearms Background Checks, and Larceny of a Motor Vehicle, made various changes to juvenile justice related laws. The act (1) changed procedures for whena child is arrested for an alleged delinquent act, (2) expanded an existing law on juvenile serious sexual offender prosecutions to also cover certain homicide and firearm crimes, (3) created an electronic monitoring program, and (4) establisheda new penalty structure of larceny of a motor vehicle. When associated funding was provided, funds were erroneously provided to the Alternative Incarceration Program account instead of the Juvenile Alternative Incarceration account. Transfer funding of $750,000 from Alternative Incarceration Program account to Juvenile Alternative Incarceration account to correct past error. Transfer funding of $41,528 from Other Expenses in both FY 26 and FY 27 from the Child Advocates of SW Connecticut to Children in Placement. Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 605,217,667 605,217,667 605,217,667 605,217,667 - - Policy Revisions 477,131 2,977,131 1,959,323 3,150,299 1,482,192 173,168 Current Services 14,218,688 17,494,854 32,710,261 36,848,343 18,491,573 19,353,489 Total Recommended - GF 619,913,486 625,689,652 639,887,251 645,216,309 19,973,765 19,526,657 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,274 4,274 4,274 4,274 - - Policy Revisions 5 5 1 1 (4) (4) Current Services 13 13 - - (13) (13) Total Recommended - GF 4,292 4,292 4,275 4,275 (17) (17) Youth Services Prevention Grants Section 33 of PA 25-168 Grant/Project FY 26 $ 100 Black Men of Stamford, Inc. (100 BMOS) 30,000 333 Valley Street Center Intergenerational Organization 300,000 Abe Prior-Keep 5 Alive Inc 25,000 ACCESS Educational Service Inc 50,000 Advocacy Academy AE 15,000 Alliance for the Mystic River Watershed Inc 7,500 Aluminum Falcon Robotics Inc 5,000 Angel of Edgewood Inc 5,000 Archer Foundation, The 20,000 Arte Inc 40,000 282",Legislative,,26.0,283,General Table,General Table,Identical rows collapsed
189,merged,exact_duplicate,2,General Fund / Statewide,"PA 22-115, An Act Concerning Juvenile Justice and Services, Firearms Background Checks, and Larceny of a Motor Vehicle, made various changes to juvenile justice related laws. The act (1) changed procedures for whena child is arrested for an alleged delinquent act, (2) expanded an existing law on juvenile serious sexual offender prosecutions to also cover certain homicide and firearm crimes, (3) created an electronic monitoring program, and (4) establisheda new penalty structure of larceny of a motor vehicle. When associated funding was provided, funds were erroneously provided to the Alternative Incarceration Program account instead of the Juvenile Alternative Incarceration account. Transfer funding of $750,000 from Alternative Incarceration Program account to Juvenile Alternative Incarceration account to correct past error. Transfer funding of $41,528 from Other Expenses in both FY 26 and FY 27 from the Child Advocates of SW Connecticut to Children in Placement. Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 605,217,667 605,217,667 605,217,667 605,217,667 - - Policy Revisions 477,131 2,977,131 1,959,323 3,150,299 1,482,192 173,168 Current Services 14,218,688 17,494,854 32,710,261 36,848,343 18,491,573 19,353,489 Total Recommended - GF 619,913,486 625,689,652 639,887,251 645,216,309 19,973,765 19,526,657 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,274 4,274 4,274 4,274 - - Policy Revisions 5 5 1 1 (4) (4) Current Services 13 13 - - (13) (13) Total Recommended - GF 4,292 4,292 4,275 4,275 (17) (17) Youth Services Prevention Grants Section 33 of PA 25-168 Grant/Project FY 26 $ 100 Black Men of Stamford, Inc. (100 BMOS) 30,000 333 Valley Street Center Intergenerational Organization 300,000 Abe Prior-Keep 5 Alive Inc 25,000 ACCESS Educational Service Inc 50,000 Advocacy Academy AE 15,000 Alliance for the Mystic River Watershed Inc 7,500 Aluminum Falcon Robotics Inc 5,000 Angel of Edgewood Inc 5,000 Archer Foundation, The 20,000 Arte Inc 40,000 282",60 million in,,27.0,283,General Table,General Table,Identical rows collapsed
190,merged,exact_duplicate,2,General Fund / Statewide,"PA 22-115, An Act Concerning Juvenile Justice and Services, Firearms Background Checks, and Larceny of a Motor Vehicle, made various changes to juvenile justice related laws. The act (1) changed procedures for whena child is arrested for an alleged delinquent act, (2) expanded an existing law on juvenile serious sexual offender prosecutions to also cover certain homicide and firearm crimes, (3) created an electronic monitoring program, and (4) establisheda new penalty structure of larceny of a motor vehicle. When associated funding was provided, funds were erroneously provided to the Alternative Incarceration Program account instead of the Juvenile Alternative Incarceration account. Transfer funding of $750,000 from Alternative Incarceration Program account to Juvenile Alternative Incarceration account to correct past error. Transfer funding of $41,528 from Other Expenses in both FY 26 and FY 27 from the Child Advocates of SW Connecticut to Children in Placement. Totals Governor Recommended Legislative Difference from Governor Budget Components FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 605,217,667 605,217,667 605,217,667 605,217,667 - - Policy Revisions 477,131 2,977,131 1,959,323 3,150,299 1,482,192 173,168 Current Services 14,218,688 17,494,854 32,710,261 36,848,343 18,491,573 19,353,489 Total Recommended - GF 619,913,486 625,689,652 639,887,251 645,216,309 19,973,765 19,526,657 Governor Recommended Legislative Difference from Governor Positions FY 26 FY 27 FY 26 FY 27 FY 26 FY 27 FY 25 Appropriation - GF 4,274 4,274 4,274 4,274 - - Policy Revisions 5 5 1 1 (4) (4) Current Services 13 13 - - (13) (13) Total Recommended - GF 4,292 4,292 4,275 4,275 (17) (17) Youth Services Prevention Grants Section 33 of PA 25-168 Grant/Project FY 26 $ 100 Black Men of Stamford, Inc. (100 BMOS) 30,000 333 Valley Street Center Intergenerational Organization 300,000 Abe Prior-Keep 5 Alive Inc 25,000 ACCESS Educational Service Inc 50,000 Advocacy Academy AE 15,000 Alliance for the Mystic River Watershed Inc 7,500 Aluminum Falcon Robotics Inc 5,000 Angel of Edgewood Inc 5,000 Archer Foundation, The 20,000 Arte Inc 40,000 282",Difference from Governor,,26.0,283,General Table,General Table,Identical rows collapsed
191,merged,exact_duplicate,2,General Fund / Statewide,Unspecified,FY,,27.0,295,General Table,General Table,Identical rows collapsed
192,merged,exact_duplicate,2,General Fund / Statewide,Transfers from / (to) Other Funds,FY 29 $,2029,0.0,303,General Table,General Table,Identical rows collapsed
193,merged,exact_duplicate,2,General Fund / Statewide,Cannabis Excise Tax,FY 29 $,2029,0.0,303,General Table,General Table,Identical rows collapsed
194,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Sales Tax - STF Governor Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Legislative Revenue Policies,,-50.0,319,General Table,General Table,Identical rows collapsed
195,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Sales Tax DMV Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,-700.0,319,General Table,General Table,Identical rows collapsed
196,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Highway Use Tax Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
197,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Total Taxes Less Refunds Governor Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Legislative Revenue Policies,,-50.0,319,General Table,General Table,Identical rows collapsed
198,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Other Sources January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
199,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Motor Vehicle Receipts Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
200,merged,exact_duplicate,2,General Fund / Statewide,"Taxes Licenses, Permits and Fees Governor Policies - Legislative Revenue Policies - January Governor Consensus April Legislative Revenue Consensus Governor FY 27 Update Consensus Revenue FY 27 FY 27 Policies Revenue (April) FY 27 Policies Revenue Taxes Motor Fuels 498,400 - 498,400 (4,000) 494,400 - 494,400 Oil Companies 349,400 - 349,400 (49,200) 300,200 - 300,200 Sales Tax - STF 925,400 - 925,400 (23,100) 902,300 (50) 902,250 Sales Tax DMV 120,000 - 120,000 (700) 119,300 - 119,300 Highway Use Tax 62,600 - 62,600 - 62,600 - 62,600 Refunds of Taxes (11,400) - (11,400) 800 (10,600) - (10,600) Total Taxes Less Refunds 1,944,400 - 1,944,400 (76,200) 1,868,200 (50) 1,868,150 Other Sources Motor Vehicle Receipts 283,400 - 283,400 - 283,400 - 283,400 Licenses, Permits and Fees 137,200 - 137,200 - 137,200 - 137,200 Interest Income 36,500 - 36,500 5,000 41,500 - 41,500 Federal Grants - - - - - - - Transfers From/To Other Funds (5,500) 43,000 37,500 - (5,500) 123,000 117,500 Refunds of Payments (8,600) - (8,600) (2,500) (11,100) - (11,100) Total Other Sources 443,000 43,000 486,000 2,500 445,500 123,000 568,500 Total Special Transportation Fund 2,387,400 43,000 2,430,400 (73,700) 2,313,700 122,950 2,436,650 318",Consensus Update (April),,0.0,319,General Table,General Table,Identical rows collapsed
